Company,Skills
"CLOUD VISA IMMIGRATION LLP
     (More Jobs)","('software engineer', 'it engineer', 'software developer', 'senior software developer', 'senior software engineer')"
Infoblox,"('golang programming', 'cloud platforms', 'networking solutions', 'microservices development', 'system architecture', 'orchestration', 'docker', 'software engineer', 'software engineering', 'api', 'rest', 'python', 'infrastructure')"
Google India Pvt Ltd,"('**   software development', 'data structures', 'algorithms design', 'code review', 'system debugging  **', 'storage', 'artificial intelligence', 'security', 'system development', 'software engineer', 'natural language processing', 'information retrieval', 'mobile', 'infrastructure')"
Google India Pvt Ltd,"('**  embedded programming', 'device drivers', 'software design', 'arm architecture', 'hardware integration **', 'algorithms', 'c', 'storage', 'artificial intelligence', 'memory management', 'security', 'rtos', 'software engineer', 'data structures', 'natural language processing', 'information retrieval', 'mobile', 'software integration')"
Google India Pvt Ltd,"('software development', 'data structures', 'technical leadership', 'software design', 'problem solving', 'algorithms', 'storage', 'artificial intelligence', 'security', 'software engineer', 'natural language processing', 'information retrieval', 'mobile', 'infrastructure')"
Google India Pvt Ltd,"('**  technical leadership', 'software development', 'data structures', 'project management', 'software design **', 'algorithms', 'storage', 'artificial intelligence', 'security', 'software engineer', 'natural language processing', 'information retrieval', 'mobile', 'infrastructure')"
autodesk india pvt ltd,"('c   programming', 'c# programming', 'algorithms knowledge', 'data structures', 'english communication', 'senior software engineer', 'oop', 'git', 'html', 'mfc', 'javascript', 'consultant', '.net')"
IQVIA,"('java  /  python  /  scala', 'hadoop  /  hive  /  spark', 'sql development', 'agile methodology', 'software design', 'senior software engineer', 'system development', 'software engineering', 'web development', 'big data', 'machine learning', 'jdk', 'project delivery')"
Microsoft India Pvt Ltd,"('cloud security solutions', 'software development practices', 'microservices architecture', 'ci  /  cd implementation', 'coding proficiency', 'c', 'java', 'software engineer', 'software engineering', 'c#', 'san', 'python', 'javascript', 'infrastructure')"
Paytm,"('**  javascript frameworks', 'react  &  redux', 'restful api integration', 'css   /   sass expertise', 'hybrid application development **', 'brewing', 'software engineer', 'problem solving', 'web technologies')"
Moody's Corporation,"('**   api development', 'cloud platforms', 'agile practices', 'data modeling', 'software coding  **', 'algorithms', 'rest api', 'bootstrap', 'database', 'json', 'software engineer', 'data structures', 'python')"
Microsoft India Pvt Ltd,"('**  networking software development', 'layer   /    /   programming', 'c  /  c   proficiency', 'ci  /  cd practices', 'performance optimization **', 'udp', 'software design', 'infrastructure engineering', 'ip networking', 'senior software engineer', 'storage', 'security', 'microsoft azure', 'linux kernel', 'sdn')"
Google India Pvt Ltd,"('**  android application development  programming languages knowledge  data structures expertise  collaboration with teams  kotlin   /   java   /   c   **', 'algorithms', 'storage', 'artificial intelligence', 'security', 'software engineer', 'python', 'natural language processing', 'operating system', 'information retrieval', 'mobile')"
Nvidia Graphics Pvt Ltd,"('**  programming c  /  c', 'linux environment', 'networking protocols', 'virtualization technologies', 'performance optimization **', 'software design', 'senior software engineer', 'security', 'debugging', 'software engineering', 'api', 'kernel', 'linux kernel', 'infrastructure')"
Nvidia Graphics Pvt Ltd,"('linux kernel development', 'bootloader modification', 'c  /  c   programming', 'system debugging', 'arm soc expertise', 'microprocessor', 'fundamentals', 'embedded system software', 'usb', 'security', 'software engineer', 'operating system', 'mobile', 'system architecture', 'bsp')"
Nvidia Graphics Pvt Ltd,"('**   software development', 'c  /  c    /  java proficiency', 'problem solving skills', 'agile teamwork', 'performance engineering  **', 'fundamentals', 'cuda', 'system software', 'linux', 'software engineer', 'kernel internals', 'computer graphics')"
Google India Pvt Ltd,"('**  software development', 'data structures', 'front end frameworks', 'api development', 'technical leadership **', 'algorithms', 'software design', 'senior software engineer', 'storage', 'artificial intelligence', 'security', 'system development', 'natural language processing', 'information retrieval', 'mobile', 'infrastructure')"
Google India Pvt Ltd,"('**  software development', 'data structures', 'algorithm design', 'software testing', 'technical leadership **', 'algorithms', 'software design', 'senior software engineer', 'storage', 'artificial intelligence', 'security', 'system development', 'natural language processing', 'information retrieval', 'mobile', 'infrastructure')"
autodesk india pvt ltd,"('cloud services', 'backend programming', 'agile environment', 'problem solving', 'leadership', 'software design', 'java', 'software engineer', 'mysql', 'aps', 'consultant', '.net')"
ORACLE,"('**   java development', 'sql expertise', 'cloud services', 'problem solving', 'software architecture  **', 'security', 'database', 'j2ee', 'software engineer', 'crm', 'c#', 'oracle', 'team player', 'software developer', 'sql database')"
ORACLE,"('**  troubleshooting expertise', 'supply chain management', 'sql and plsql', 'oracle integration cloud', 'middleware technologies **', 'soa', 'senior software engineer', 'oracle fusion', 'security', 'bpel', 'adf', 'groovy')"
Microsoft India Pvt Ltd,"('cloud computing', 'incident management', 'software development', 'mobile development', 'problem solving', 'c', 'microsoft services', 'security', 'icm', 'java', 'software engineer', 'software engineering', 'c#', 'san', 'python', 'machine learning', 'javascript', 'system architecture', 'livesite')"
Nvidia Graphics Pvt Ltd,"('**  microservices architecture', 'distributed systems', 'python programming', 'oop principles', 'automated testing  **', 'c', 'linux', 'software engineer', 'software engineering', 'api', 'perl', 'cloud computing', 'javascript', 'computer graphics', 'infrastructure')"
Nvidia Graphics Pvt Ltd,"('programming c  /  c', 'linux environment', 'networking protocols', 'virtualization technologies', 'performance optimizations', 'software design', 'senior software engineer', 'security', 'debugging', 'software engineering', 'api', 'kernel', 'linux kernel', 'infrastructure')"
Nvidia Graphics Pvt Ltd,"('c  /  c   programming', 'linux environment', 'networking protocols', 'virtualization technologies', 'performance optimization', 'software design', 'senior software engineer', 'security', 'debugging', 'software engineering', 'api', 'kernel', 'linux kernel', 'infrastructure')"
Nvidia Graphics Pvt Ltd,"('**  performance optimization', 'micro benchmarks', 'performance analysis tools', 'linux kernel internals', 'coding in python **', 'algorithms', 'c', 'storage', 'docker', 'git', 'debugging', 'software engineer', 'shell scripting', 'perl', 'cache', 'computer graphics')"
Nvidia Graphics Pvt Ltd,"('**  software sdk development', 'c programming language', 'debugging and problem solving', 'data structures knowledge', 'linux experience **', 'c', 'adapters', 'junior software engineer', 'os internals', 'infrastructure')"
ENVERUS,"('object oriented programming', 'cloud infrastructure management', 'problem solving', 'infrastructure technologies', 'ci  /  cd frameworks', 'github', 'docker', 'spring boot', 'node.js', 'java', 'software engineer', 'office automation')"
ORACLE,"('**    java development', 'sql expertise', 'software engineering', 'cloud solutions', 'test automation  **', 'senior software engineer', 'security', 'database', 'crm', 'oracle', 'team player', 'sql database')"
Microsoft India Pvt Ltd,"('software architecture design', 'distributed systems', 'coding proficiency   (  c', 'java  )', 'data analysis techniques', 'agile methodology experience', 'software engineer', 'software engineering', 'c#', 'san', 'python', 'javascript')"
Microsoft India Pvt Ltd,"('**    high performance microservices', 'distributed backend systems', 'adtech platforms experience', 'nosql database proficiency', 'cloud environment expertise  **', 'senior software engineer', 'docker', 'java', 'devops', 'hbase', 'mobile', 'gradle', 'cassandra', 'gateway')"
Google India Pvt Ltd,"('**  software development expertise', 'data structures knowledge', 'machine learning experience', 'technical leadership skills', 'problem solving abilities **', 'algorithms', 'software design', 'storage', 'artificial intelligence', 'security', 'software engineer', 'natural language processing', 'information retrieval', 'mobile')"
Microsoft India Pvt Ltd,"('software development', 'cloud technologies', 'system architecture', 'team mentorship', 'cross team collaboration', 'c', 'database', 'java', 'software engineer', 'software engineering', 'c#', 'python', 'microsoft azure')"
Microsoft India Pvt Ltd,"('distributed system architecture', 'software design principles', 'cloud services development', 'agile development processes', 'backend service coding', 'c', 'security', 'java', 'devops', 'software engineer', 'software engineering', 'c#', 'san', 'python', 'javascript', 'messaging')"
Moody's Corporation,"('salesforce development', 'lightning components', 'apex programming', 'api integrations', 'agile methodologies', 'rest api', 'senior software engineer', 'java', 'devops', 'html', 'soap', 'security', 'salesforce developer', 'ant')"
Nielsen Research Ltd. Co.,"('python programming', 'kubernetes', 'cloud infrastructure', 'data visualization', 'distributed systems', 'cuda', 'orchestration', 'scala', 'software design', 'artificial intelligence', 'security', 'apache', 'java', 'software engineer', 'web api', 'big data', 'author', 'machine learning')"
eurofins it solutions pvt ltd,"('agile adoption', 'e portal development', '', 'net core', 'rest api', 'ci  /  cd pipelines', 'css', 'information technology', 'senior software engineer', 'html', 'c#', 'erp  /  crm', 'messaging', 'linq', '.net', 'mediator', 'sql', 'docker', 'git', 'uml', 'information management', 'entity framework', 'software delivery', 'mobile', 'windows', 'written communication')"
Microsoft India Pvt Ltd,"('software development', 'cloud technologies', 'object oriented programming', 'azure services', 'team collaboration', 'c', 'software design', 'senior software engineer', 'security', 'java', 'devops', 'software engineering', 'c#', 'san', 'python', 'javascript', 'infrastructure')"
eurofins it solutions pvt ltd,"('.net core', 'c#', 'rest api', 'agile', 'sql databases', 'css', 'information technology', 'senior software engineer', 'html', 'erp  /  crm', 'messaging', 'linq', 'mediator', 'docker', 'git', 'uml', 'information management', 'entity framework', 'software delivery', 'mobile', 'windows', 'written communication')"
eurofins it solutions pvt ltd,"('', 'net core', 'c#', 'rest api', 'linq', 'angular', 'typescript', 'ms sql databases', 'agile', 'tdd', 'css', 'information technology', 'senior software engineer', 'html', 'erp  /  crm', 'messaging', '.net', 'mediator', 'docker', 'git', 'uml', 'information management', 'entity framework', 'software delivery', 'mobile', 'windows', 'written communication')"
Bottomline Technologies,"('java ee', 'sql', 'javascript', 'rest', 'spring framework', 'algorithms', 'senior software engineer', 'git', 'apache', 'camel', 'linux', 'data structures', 'oracle', 'maven', 'production support', 'written communication', 'soap', 'unix')"
Nvidia Graphics Pvt Ltd,"('**   cloud computing proficiency', 'backend development skills', 'frontend development technologies', 'containerization knowledge', 'problem solving ability  **', 'cuda', 'python', 'c', 'css', 'orchestration', 'javascript', 'docker', 'computer graphics', 'infrastructure', 'devops', 'software engineer', 'html')"
Microsoft India Pvt Ltd,"('**  object oriented programming', 'cloud technologies experience', 'software development lifecycle', 'agile delivery methodologies', 'technical architecture management **', 'c', 'java', 'devops', 'debugging', 'software engineer', 'cloud computing', 'c#', 'github', 'author', 'windows', 'ado')"
netskope software pvt.ltd,"('cloud security', 'microservice architectures', 'production services', 'automation', 'distributed computing', 'c', 'orchestration', 'docker', 'software engineer', 'written communication', 'infrastructure', 'openstack')"
Twilio Inc.,"('**  fullstack development', 'agile methodologies', 'microservices architecture', 'aws experience', 'automated testing **', 'css', 'rest api', 'java', 'html', 'github', 'javascript', 'nosql', 'docker', 'security', 'software engineer', 'technical skills', 'san', 'infrastructure')"
ITCAN Pte Ltd,"('sql', 'aix', 'database', 'linux', 'shell scripting', 'software engineer', 'mysql', 'oracle server', 'pl  /  sql', 'technical skills', 'solaris', 'windows', 'sql database')"
ESTEL TECHNOLOGIES PVT LTD,"('gwt', 'senior software engineer', 'jdbc', 'svn', 'hibernate', 'sql', 'spring', 'memory management', 'database', 'java', 'git', 'linux', 'j2ee', 'multithreading', 'unix')"
evertz microsystems,"('software design', 'software testing', 'project management', 'problem solving', 'networking concepts', 'fundamentals', 'algorithms', 'c', 'signal processing', 'security', 'git', 'postgresql', 'network programming', 'linux', 'software engineer', 'data structures', 'shell scripting', 'mysql', 'python', 'team player', 'svn', 'javascript', 'unix')"
Microsoft India Pvt Ltd,"('c   programming', 'cloud technologies', 'machine learning', 'backend systems', 'software development', 'storage', 'security', 'java', 'software engineer', 'software engineering', 'c#', 'san', 'python', 'javascript', 'forms')"
virtusa consulting services pvt. ltd.,"('**  javascript', 'typescript', 'angular', 'front end', 'restful apis', 'ngrx', 'html', 'css', 'git', 'testing **', 'html5', 'senior software engineer', 'debugging')"
krazy mantra hr solutions,"('web development technologies', 'html', 'css', 'javascript', 'react', 'typescript', 'node', 'js', 'python', 'node.js', 'database', 'orchestration', 'html5', 'senior software engineer')"
ORACLE,"('**  java programming', 'javascript development', 'software testing', 'debugging applications', 'quality assurance **', 'css', 'html5', 'senior software engineer', 'jee', 'mvvm', 'oracle', 'jsp', 'security', 'crm')"
Microsoft India Pvt Ltd,"('**  software development', 'database integration', 'technical leadership', 'api development', 'cloud services **', 'c', 'jdbc', 'sql', 'java', 'software engineer', 'c#', 'python', 'odbc', 'mobile', 'javascript')"
teoco softwares pvt ltd,"('java', 'angular', 'sql', 'pl  /  sql', 'asp.net', 'css', 'html5', 'ajax', 'database', 'j2ee', 'json', 'software engineer', 'software engineering', 'mvc', 'technical skills', 'javascript')"
ORACLE,"('**  diagnostic troubleshooting', 'supply chain management', 'sql  &  plsql expertise', 'oracle integration tool', 'middleware technologies **', 'soa', 'senior software engineer', 'oracle fusion', 'security', 'bpel', 'adf', 'groovy')"
Nielsen Research Ltd. Co.,"('data pipelines', 'web applications', 'analysis and design', 'sql databases', 'linux  /  unix systems', 'docker', 'git', 'software engineer', 'python', 'github', 'problem solving', 'infrastructure')"
zeotap,"('java', 'scala', 'go', 'big data', 'problem solving', 'nosql', 'distributed systems', 'fundamentals', 'algorithms', 'ds', 'apache', 'software engineer', 'rest', 'consultant')"
Tessolve Semiconductor Pvt. Ltd.,"('embedded software', 'firmware development', 'microcontrollers', 'low level drivers', 'debugging skills', 'git', 'software engineer', 'perl', 'python', 'svn', 'imaging', 'unix', 'forms')"
first advantage offshore services pvt. ltd,"('web development', 'agile environment', 'microservices architectures', 'software design', 'cloud services', 'docker', 'java', 'software engineer', 'c#', 'team player', '.net')"
Nvidia Graphics Pvt Ltd,"('deep learning expertise', 'c  /  c   proficiency', 'speech model training', 'performance optimization', 'cloud framework knowledge', 'fundamentals', 'algorithms', 'cuda', 'system software', 'senior software engineer', 'software engineering', 'system programming', 'multimedia')"
Nvidia Graphics Pvt Ltd,"('embedded software development', 'networking solutions', 'c  /  c   programming', 'linux environment', 'problem solving', 'senior software engineer', 'debugging', 'software engineering', 'python', 'linux kernel', 'driver development')"
Microsoft India Pvt Ltd,"('**   full stack development', 'api development', 'c# programming', 'software testing', 'containerization  **', 'docker', 'security', 'java', 'linux', 'debugging', 'software engineer', 'mysql', 'python', 'os', 'message queue')"
Microsoft India Pvt Ltd,"('software development', 'c  /  c   proficiency', 'micro services experience', 'devops practices', 'problem solving', 'algorithms', 'database', 'security', 'java', 'software engineer', 'c#', 'nosql', 'messaging', 'service design')"
Nvidia Graphics Pvt Ltd,"('video processing', 'multimedia development', 'c  /  c   programming', 'python scripting', 'arm architecture', 'algorithms', 'cuda', 'system software', 'senior software engineer', 'git', 'vectorcast', 'computer graphics', 'c programming')"
ORACLE,"('continuous integration', 'cloud technology', 'devops tools', 'scripting languages', 'build management', 'senior software engineer', 'docker', 'security', 'git', 'j2ee', 'debugging', 'software engineering', 'python', 'oracle', 'maven', 'weblogic', 'gradle', 'groovy')"
Nvidia Graphics Pvt Ltd,"('software development', 'automation engineering', 'silicon validation', 'data analysis', 'communication skills', 'c', 'linux', 'software engineer', 'object oriented programming', 'python', 'operating system', 'logic design')"
Google India Pvt Ltd,"('**   android application development', 'kotlin  &  java expertise', 'data structures knowledge', 'machine learning integration', 'agile team collaboration  **', 'algorithms', 'c', 'storage', 'artificial intelligence', 'security', 'software engineer', 'software engineering', 'natural language processing')"
Google India Pvt Ltd,"('**  software development', 'programming languages', 'code review', 'debugging issues', 'system design **', 'c', 'storage', 'artificial intelligence', 'security', 'java', 'system development', 'software engineer', 'technical skills', 'python', 'natural language processing', 'information retrieval', 'mobile', 'javascript')"
ORACLE,"('oracle cloud technologies', 'sql tuning', 'technical problem solving', 'customer management', 'database performance tuning', 'html', 'unix', 'data warehousing', 'security', 'linux', 'software engineer', 'cloud services', 'operating system', 'infrastructure')"
Google India Pvt Ltd,"('**  software development', 'data structures', 'software testing', 'system design', 'technical leadership **', 'algorithms', 'software design', 'senior software engineer', 'storage', 'artificial intelligence', 'security', 'system development', 'natural language processing', 'operating system', 'information retrieval', 'mobile')"
eurofins it solutions pvt ltd,"('c#', '', 'net', 'wpf', 'mvvm', 'sql', 'rest', 'agile', 'scrum', 'tdd', 'bdd', 'soa', 'html5', 'senior software engineer', 'oop', 'erp  /  crm', '.net', 'database', 'uml', 'mvc', 'information management', 'entity framework', 'software delivery', 'mobile', 'team player', 'esb', 'written communication', 'service oriented architecture')"
ORACLE,"('erp', 'fusion', 'oracle integration cloud', 'order management', 'scm', 'soa', 'senior software engineer', 'oracle fusion', 'sql', 'plsql', 'security', 'bpel', 'middleware', 'adf', 'groovy')"
eurofins it solutions pvt ltd,"('', 'net development', 'c#', 'web apis', 'entity framework', 'agile development', 'soa', 'senior software engineer', 'oop', 'erp  /  crm', 'linq', '.net', 'sql', 'uml', 'debugging', 'information management', 'software delivery', 'mobile', 'microsoft azure', 'problem solving', 'delivery manager', 'production environment')"
eurofins it solutions pvt ltd,"('microsoft stack technologies', 'c#', '', 'net', 'web apis', 'linq', 'entity framework', 'uml', 'oop', 'soa', 'senior software engineer', 'erp  /  crm', '.net', 'sql', 'debugging', 'information management', 'software delivery', 'mobile', 'microsoft azure', 'problem solving', 'delivery manager', 'production environment')"
eurofins it solutions pvt ltd,"('communication skills', 'problem solving', 'logical reasoning', 'application management', 'networking concepts', 'mysql', 'erp  /  crm', 'it tools', 'sharepoint', 'associate software engineer', 'technical skills', 'information management', 'software delivery', 'mobile')"
eurofins it solutions pvt ltd,"('full stack development', '', 'net applications', 'angular', 'web apis', 'entity framework', 'soa', 'senior software engineer', 'oop', 'software engineering', 'c#', 'erp  /  crm', '.net', 'sql', 'uml', 'debugging', 'information management', 'software delivery', 'mobile', 'microsoft azure', 'problem solving')"
eurofins it solutions pvt ltd,"('microsoft stack technologies', 'c#', '', 'net', 'web api', 'entity framework', 'angular', 'wpf', 'soa', 'microservices', 'senior software engineer', 'oop', 'software engineering', 'erp  /  crm', '.net', 'sql', 'uml', 'debugging', 'information management', 'software delivery', 'mobile', 'microsoft azure', 'problem solving')"
eurofins it solutions pvt ltd,"('microsoft stack technologies', 'c#', '', 'net core', 'web apis', 'entity framework', 'uml', 'oop', 'soa', 'senior software engineer', 'erp  /  crm', 'linq', '.net', 'sql', 'debugging', 'information management', 'software delivery', 'mobile', 'microsoft azure', 'problem solving', 'delivery manager', 'production environment')"
eurofins it solutions pvt ltd,"('', 'net core', 'c#', 'rest api', 'linq', 'angular', 'typescript', 'ci  /  cd pipelines', 'sonarqube', 'agile', 'uml', 'css', 'information technology', 'senior software engineer', 'html', 'erp  /  crm', 'messaging', '.net', 'mediator', 'sql', 'docker', 'git', 'information management', 'entity framework', 'software delivery', 'mobile', 'windows', 'written communication')"
eurofins it solutions pvt ltd,"('communication skills', 'problem solving', 'networking concepts', 'logical reasoning', 'application management', 'mysql', 'erp  /  crm', 'it tools', 'sharepoint', 'associate software engineer', 'technical skills', 'information management', 'software delivery', 'mobile')"
eurofins it solutions pvt ltd,"('microsoft stack technologies', 'asp', 'net mvc', 'angular', 'mssql', '', 'net', 'c#', 'soa', 'information technology', 'html5', 'senior software engineer', 'oop', 'asp.net', 'web api', 'erp  /  crm', 'software implementation', 'uml', 'rest', 'information management', 'entity framework', 'software delivery', 'mobile', 'delivery manager', 'esb')"
eurofins it solutions pvt ltd,"('backend development', 'web api', 'entity framework', 'wpf applications', 'sql server', 'soa', 'information technology', 'html5', 't-sql', 'oop', 'c#', 'erp  /  crm', 'software implementation', '.net', 'jquery', 'uml', 'software engineer', 'information management', 'software delivery', 'mobile', 'problem solving', 'esb', 'written communication')"
ORACLE,"('full stack development  cloud technologies  database automation  performance debugging  scripting and automation', 'information technology', 'sql  /  plsql', 'senior software engineer', 'java', 'devops', 'data structures', 'python', 'oracle', 'unix  /  linux', 'security', 'ruby', 'infrastructure')"
Nvidia Graphics Pvt Ltd,"('software development', 'distributed systems', 'scalability', 'cloud computing', 'ci  /  cd', 'c', 'senior software engineer', 'java', 'linux', 'python', 'problem solving', 'computer graphics', 'infrastructure')"
Google India Pvt Ltd,"('**  software development', 'data structures', 'algorithm design', 'technical leadership', 'android development **', 'algorithms', 'software design', 'senior software engineer', 'storage', 'artificial intelligence', 'security', 'java', 'system development', 'natural language processing', 'os', 'information retrieval', 'mobile')"
Google India Pvt Ltd,"('software development', 'data structures  &  algorithms', 'c   programming', 'web standards', 'cross platform development', 'css', 'html5', 'artificial intelligence', 'java', 'flume', 'javascript', 'android development', 'web form', 'storage', 'security', 'linux', 'software engineer', 'natural language processing')"
Google India Pvt Ltd,"('software development', 'programming languages', 'code review', 'debugging techniques', 'project management', 'c', 'storage', 'artificial intelligence', 'security', 'java', 'system development', 'software engineer', 'technical skills', 'python', 'natural language processing', 'information retrieval', 'mobile', 'javascript')"
Google India Pvt Ltd,"('**  software development', 'testing software', 'design reviews', 'technical leadership', 'debugging issues **', 'algorithms', 'software design', 'senior software engineer', 'storage', 'artificial intelligence', 'security', 'system development', 'data structures', 'natural language processing', 'information retrieval', 'mobile')"
Google India Pvt Ltd,"('**   software development', 'data structures', 'software architecture', 'technical leadership', 'code review  **', 'algorithms', 'software design', 'senior software engineer', 'storage', 'artificial intelligence', 'security', 'system development', 'natural language processing', 'information retrieval', 'mobile', 'infrastructure')"
Google India Pvt Ltd,"('**   software development', 'data structures', 'software architecture', 'code review', 'technical leadership  **', 'algorithms', 'software design', 'senior software engineer', 'storage', 'artificial intelligence', 'security', 'system development', 'natural language processing', 'information retrieval', 'mobile', 'infrastructure')"
Google India Pvt Ltd,"('**  system software development', 'c  /  c   programming', 'unix  /  linux environments', 'storage technologies   (  ssd  /  hdd  )', 'automation tools development **', 'device drivers', 'artificial intelligence', 'python', 'linux kernel', 'bsp', 'security', 'software engineer', 'sas', 'natural language processing', 'information retrieval', 'mobile')"
Infostretch Solution Pvt Ltd,"('c', 'java', 'debugging', 'software engineer', 'software engineering', 'data structures', 'object oriented programming', 'perl', 'hadoop', 'big data', 'python', 'c', 'rdbms', 'oracle', 'problem solving', 'machine learning', 'vb', 'javascript', 'production environment', '.net', 'asp')"
full potential solutions,"('css', 'soa', 'html5', 'rest api', 'vb.net', 'ajax', 'xml', 'asp.net', 'software engineering', 'web api', 'c#', 'cryptography', 'triggers', 'javascript', 'node.js', 'linq', '.net', 'windows communication foundation', 'microsoft technologies', 'ado.net', 'bootstrap', 'data extraction', 'postgresql', 'software engineer', 'mvc', 'mongodb', 'rest', 'entity framework')"
Dell India,"('coding', 'testing', 'debugging', 'java', 'python', 'information technology', 'software engineer', 'team player', 'problem solving', 'javascript', 'infrastructure')"
Electronic Arts Games  ( India )  Pvt. Ltd.,"('full stack development', 'microservices architecture', 'java', 'react  /  angular', 'cloud platforms', 'technical leader', 'html5', 'spring', 'games', 'j2ee', 'software engineer', 'software engineering', 'rest', 'mobile', 'spring boot', 'infrastructure', 'software developer')"
freshworks technologies ltd,"('c', 'sso', 'java', 'devops', 'software engineering', 'data structures', 'multithreading', 'mysql', 'ipc', 'c#', 'python', 'github', 'messaging', 'nosql', 'unix', 'algorithms', 'git', 'postgresql', 'oops', 'soap web services', 'software engineer', 'crm', 'san', 'rest', 'cloud services', 'c', 'rdbms', 'problem solving', 'ruby')"
Moody's Corporation,"('web development', 'python programming', 'rest api', 'aws technologies', 'data analysis', 'css', 'program management', 'sql', 'security', 'java', 'git', 'devops', 'software engineer', 'software engineering', 'html', 'object oriented programming', 'github', 'nosql', '.net')"
TagIT Solutions,"('html5', 'spring', 'java', 'apache', 'xml', 'j2ee', 'mysql', 'oracle', 'javascript', 'struts', 'web technologies', 'soap', 'websphere', 'jsp', 'jquery', 'apache tomcat', 'security', 'json', 'software engineer', 'weblogic', 'team player', 'servlets')"
leaflet technologies  ( p )  ltd,"('rest api', 'xsd', 'hibernate', 'sql', 'spring', 'java', 'wsdl', 'spring mvc', 'xml', 'j2ee', 'debugging', 'software engineer', 'jpa', 'mysql', 'api', 'business applications', 'junit', 'rdbms', 'maven', 'java developer', 'spring framework', 'unix  /  linux', 'soap')"
Ascentx Software Development Services,"('css', 'html5', 'oop', 'java', 'mvvm', 'html', 'object oriented programming', 'api', 'jquery ui', 'oracle', 'javascript', 'angularjs', 'bootstrap', 'jquery', 'sql', 'grunt', 'git', 'spring mvc', 'software engineer', 'web designing', 'mvc', 'mobile', 'svn', 'ionic framework')"
innervex technologies pvt.ltd,"('socket programming', 'java swing', 'jsp', 'jdbc', 'bug fixing', 'jee', 'apache tomcat', 'sql', 'spring', 'java', 'postgresql', 'xml', 'debugging', 'json', 'software engineer', 'netbeans', 'rest', 'cloud services', 'junit', 'rdbms', 'oracle', 'j2se', 'spring framework', 'jdk', 'swing', 'soap')"
DREAMAJAX TECHNOLOGIES,"('css', 'c', 'html5', 'senior software engineer', 'ajax', 'jquery', 'sql', 'enterprise application integration', 'security', 'java', 'xml', 'linux', 'software packages', 'mysql', 'mongodb', 'cakephp', 'python', 'c', 'triggers', 'javascript', 'nosql', 'web technologies', 'php')"
2Soft Solutions Pvt. Ltd.,"('software development', 'design', 'java', 'web application development', 'sdlc', 'jsp', 'senior software engineer', 'ajax', 'spring', 'security', 'jpa', 'mvc', 'rest', 'junit', 'birt', 'mvc architecture', 'team player', 'problem solving', 'jasper', 'jsf', 'soap')"
FieldEZ Technologies,"('information technology', 'senior software engineer', 'hibernate', 'jquery', 'sql', 'spring', 'database', 'java', 'git', 'postgresql', 'uml', 'j2ee', 'html', 'jpa', 'mysql', 'web development', 'rest', 'oracle', 'javascript', 'spring boot', 'spring security')"
eurofins it solutions pvt ltd,"('css', 'soa', 'information technology', 'senior software engineer', 'bootstrap', 't-sql', 'jquery', 'sql', 'oop', 'uml', 'asp.net', 'ssrs', 'web api', 'html', 'mvc', 'c#', 'rest', 'problem solving', 'javascript', 'software implementation', 'esb', 'written communication', '.net', 'service oriented architecture', 'angularjs')"
E-Lock Technologies,"('algorithms', 'css', 'senior software engineer', 'hibernate', 'ajax', 'spring', 'security', 'java', 'apache', 'xml', 'soap web services', 'linux', 'debugging', 'json', 'mysql', 'html', 'mvc', 'rest', 'ant', 'maven', 'cryptography', 'svn', 'digital certificates', 'eclipse', 'spring boot', 'web technologies', 'servlets', 'swing   /   awt', 'soap')"
"NEXPRO247
     (More Jobs)","('web api', 'json', 'angular', 'dhtml', 'software development', 'coding', 'javascript', 'bootstrap', 'software engineer', 'ajax', 'css', 'sql server', 'sql', 'jquery', 'front end', 'html5', 'asp.net', 'xhtml', 'html')"
CITYWEB,"('c#', 'asp .net', 'oops', 'senior software engineer', 'software engineer', 'mvc', 'software developer', 'jquery', 'sql')"
Orchestrate,"('c#', 'css', 'senior software engineer', 'bootstrap', 'javascript', 'jquery', 'database', 'asp.net', 'software engineer', 'html', 'web api', 'mvc')"
indianfertilizer,"('rest', 'ajax', 'javascript', 'jquery', 'codeigniter', 'oops', 'ooad', 'php', 'software engineer', 'mysql', 'soap')"
infinity business solutions pvt ltd,"('java or', 'net', 'object oriented', 'oracle  /  mysql  /  ms sql', 'web application development', 'client server architecture', 'fundamentals', 'oracle', 'client server', 'data warehousing', 'sql', 'database', 'java', 'oops', '.net', 'software engineer', 'mysql')"
votary softech solution pvt ltd,"('linux', 'mobile', 'software engineer', 'senior software engineer', 'itskills')"
Intellvisions Software Ltd,"('**', 'net core development', 'cloud technologies', 'c# programming', 'agile  /  scrum methodology', 'database management **', 'cloud services', 'entity framework', 'jquery', 'sql', 'asp.net', 'web api', 'mysql', 'mvc')"
WeInvest,"('algorithms', 'bootstrap', 'jquery', 'oop', 'java', 'software engineering', 'python', 'problem solving', 'ruby', 'written communication')"
BLUEBERRY LABS PRIVATE LIMITED,"('html5', 'problem solving', 'javascript', 'php', 'mysql')"
BLUEBERRY LABS PRIVATE LIMITED,"('server management', 'html5', 'problem solving', 'javascript', 'php')"
"INDUSTRIAL VENTURES
     (More Jobs)","('database', 'testing', 'application developer oracle applications', 'db2', 'sql')"
votary softech solution pvt ltd,"('software engineer', 'senior software engineer', 'itskills')"
votary softech solution pvt ltd,"('linux', 'software engineer', 'senior software engineer', 'graphics', 'itskills')"
