Company,Skills
autodesk india pvt ltd,"('c   programming\nc# programming\nalgorithms knowledge\ndata structures\nenglish communication\nsenior software engineer\noop\ngit\nhtml\nmfc\njavascript\nconsultant\n.net',)"
IQVIA,"('java  /  python  /  scala\nhadoop  /  hive  /  spark\nsql development\nagile methodology\nsoftware design\nsenior software engineer\nsystem development\nsoftware engineering\nweb development\nbig data\nmachine learning\njdk\nproject delivery',)"
Paytm,"('**  javascript frameworks\nreact  &  redux\nrestful api integration\ncss   /   sass expertise\nhybrid application development **\nbrewing\nsoftware engineer\nproblem solving\nweb technologies',)"
Microsoft India Pvt Ltd,"('cloud security solutions\nsoftware development practices\nmicroservices architecture\nci  /  cd implementation\ncoding proficiency\nc\njava\nsoftware engineer\nsoftware engineering\nc#\nsan\npython\njavascript\ninfrastructure',)"
Moody's Corporation,"('**   api development\ncloud platforms\nagile practices\ndata modeling\nsoftware coding  **\nalgorithms\nrest api\nbootstrap\ndatabase\njson\nsoftware engineer\ndata structures\npython',)"
Microsoft India Pvt Ltd,"('**  networking software development\nlayer   /    /   programming\nc  /  c   proficiency\nci  /  cd practices\nperformance optimization **\nudp\nsoftware design\ninfrastructure engineering\nip networking\nsenior software engineer\nstorage\nsecurity\nmicrosoft azure\nlinux kernel\nsdn',)"
Google India Pvt Ltd,"('**  android application development  programming languages knowledge  data structures expertise  collaboration with teams  kotlin   /   java   /   c   **\nalgorithms\nstorage\nartificial intelligence\nsecurity\nsoftware engineer\npython\nnatural language processing\noperating system\ninformation retrieval\nmobile',)"
Nvidia Graphics Pvt Ltd,"('**  programming c  /  c\nlinux environment\nnetworking protocols\nvirtualization technologies\nperformance optimization **\nsoftware design\nsenior software engineer\nsecurity\ndebugging\nsoftware engineering\napi\nkernel\nlinux kernel\ninfrastructure',)"
Nvidia Graphics Pvt Ltd,"('linux kernel development\nbootloader modification\nc  /  c   programming\nsystem debugging\narm soc expertise\nmicroprocessor\nfundamentals\nembedded system software\nusb\nsecurity\nsoftware engineer\noperating system\nmobile\nsystem architecture\nbsp',)"
Nvidia Graphics Pvt Ltd,"('**   software development\nc  /  c    /  java proficiency\nproblem solving skills\nagile teamwork\nperformance engineering  **\nfundamentals\ncuda\nsystem software\nlinux\nsoftware engineer\nkernel internals\ncomputer graphics',)"
Google India Pvt Ltd,"('**  software development\ndata structures\nfront end frameworks\napi development\ntechnical leadership **\nalgorithms\nsoftware design\nsenior software engineer\nstorage\nartificial intelligence\nsecurity\nsystem development\nnatural language processing\ninformation retrieval\nmobile\ninfrastructure',)"
Google India Pvt Ltd,"('**  software development\ndata structures\nalgorithm design\nsoftware testing\ntechnical leadership **\nalgorithms\nsoftware design\nsenior software engineer\nstorage\nartificial intelligence\nsecurity\nsystem development\nnatural language processing\ninformation retrieval\nmobile\ninfrastructure',)"
autodesk india pvt ltd,"('cloud services\nbackend programming\nagile environment\nproblem solving\nleadership\nsoftware design\njava\nsoftware engineer\nmysql\naps\nconsultant\n.net',)"
ORACLE,"('**   java development\nsql expertise\ncloud services\nproblem solving\nsoftware architecture  **\nsecurity\ndatabase\nj2ee\nsoftware engineer\ncrm\nc#\noracle\nteam player\nsoftware developer\nsql database',)"
ORACLE,"('**  troubleshooting expertise\nsupply chain management\nsql and plsql\noracle integration cloud\nmiddleware technologies **\nsoa\nsenior software engineer\noracle fusion\nsecurity\nbpel\nadf\ngroovy',)"
Microsoft India Pvt Ltd,"('cloud computing\nincident management\nsoftware development\nmobile development\nproblem solving\nc\nmicrosoft services\nsecurity\nicm\njava\nsoftware engineer\nsoftware engineering\nc#\nsan\npython\nmachine learning\njavascript\nsystem architecture\nlivesite',)"
Nvidia Graphics Pvt Ltd,"('**  microservices architecture\ndistributed systems\npython programming\noop principles\nautomated testing  **\nc\nlinux\nsoftware engineer\nsoftware engineering\napi\nperl\ncloud computing\njavascript\ncomputer graphics\ninfrastructure',)"
Nvidia Graphics Pvt Ltd,"('programming c  /  c\nlinux environment\nnetworking protocols\nvirtualization technologies\nperformance optimizations\nsoftware design\nsenior software engineer\nsecurity\ndebugging\nsoftware engineering\napi\nkernel\nlinux kernel\ninfrastructure',)"
Nvidia Graphics Pvt Ltd,"('c  /  c   programming\nlinux environment\nnetworking protocols\nvirtualization technologies\nperformance optimization\nsoftware design\nsenior software engineer\nsecurity\ndebugging\nsoftware engineering\napi\nkernel\nlinux kernel\ninfrastructure',)"
Nvidia Graphics Pvt Ltd,"('**  performance optimization\nmicro benchmarks\nperformance analysis tools\nlinux kernel internals\ncoding in python **\nalgorithms\nc\nstorage\ndocker\ngit\ndebugging\nsoftware engineer\nshell scripting\nperl\ncache\ncomputer graphics',)"
Nvidia Graphics Pvt Ltd,"('**  software sdk development\nc programming language\ndebugging and problem solving\ndata structures knowledge\nlinux experience **\nc\nadapters\njunior software engineer\nos internals\ninfrastructure',)"
ENVERUS,"('object oriented programming\ncloud infrastructure management\nproblem solving\ninfrastructure technologies\nci  /  cd frameworks\ngithub\ndocker\nspring boot\nnode.js\njava\nsoftware engineer\noffice automation',)"
ORACLE,"('**    java development\nsql expertise\nsoftware engineering\ncloud solutions\ntest automation  **\nsenior software engineer\nsecurity\ndatabase\ncrm\noracle\nteam player\nsql database',)"
Microsoft India Pvt Ltd,"('software architecture design\ndistributed systems\ncoding proficiency   (  c\njava  )\ndata analysis techniques\nagile methodology experience\nsoftware engineer\nsoftware engineering\nc#\nsan\npython\njavascript',)"
Microsoft India Pvt Ltd,"('**    high performance microservices\ndistributed backend systems\nadtech platforms experience\nnosql database proficiency\ncloud environment expertise  **\nsenior software engineer\ndocker\njava\ndevops\nhbase\nmobile\ngradle\ncassandra\ngateway',)"
Google India Pvt Ltd,"('**  software development expertise\ndata structures knowledge\nmachine learning experience\ntechnical leadership skills\nproblem solving abilities **\nalgorithms\nsoftware design\nstorage\nartificial intelligence\nsecurity\nsoftware engineer\nnatural language processing\ninformation retrieval\nmobile',)"
Microsoft India Pvt Ltd,"('software development\ncloud technologies\nsystem architecture\nteam mentorship\ncross team collaboration\nc\ndatabase\njava\nsoftware engineer\nsoftware engineering\nc#\npython\nmicrosoft azure',)"
Microsoft India Pvt Ltd,"('distributed system architecture\nsoftware design principles\ncloud services development\nagile development processes\nbackend service coding\nc\nsecurity\njava\ndevops\nsoftware engineer\nsoftware engineering\nc#\nsan\npython\njavascript\nmessaging',)"
Moody's Corporation,"('salesforce development\nlightning components\napex programming\napi integrations\nagile methodologies\nrest api\nsenior software engineer\njava\ndevops\nhtml\nsoap\nsecurity\nsalesforce developer\nant',)"
Microsoft India Pvt Ltd,"('software development\ncloud technologies\nobject oriented programming\nazure services\nteam collaboration\nc\nsoftware design\nsenior software engineer\nsecurity\njava\ndevops\nsoftware engineering\nc#\nsan\npython\njavascript\ninfrastructure',)"
eurofins it solutions pvt ltd,"('agile adoption\ne portal development\n\nnet core\nrest api\nci  /  cd pipelines\ncss\ninformation technology\nsenior software engineer\nhtml\nc#\nerp  /  crm\nmessaging\nlinq\n.net\nmediator\nsql\ndocker\ngit\numl\ninformation management\nentity framework\nsoftware delivery\nmobile\nwindows\nwritten communication',)"
Nielsen Research Ltd. Co.,"('python programming\nkubernetes\ncloud infrastructure\ndata visualization\ndistributed systems\ncuda\norchestration\nscala\nsoftware design\nartificial intelligence\nsecurity\napache\njava\nsoftware engineer\nweb api\nbig data\nauthor\nmachine learning',)"
Bottomline Technologies,"('java ee\nsql\njavascript\nrest\nspring framework\nalgorithms\nsenior software engineer\ngit\napache\ncamel\nlinux\ndata structures\noracle\nmaven\nproduction support\nwritten communication\nsoap\nunix',)"
eurofins it solutions pvt ltd,"('.net core\nc#\nrest api\nagile\nsql databases\ncss\ninformation technology\nsenior software engineer\nhtml\nerp  /  crm\nmessaging\nlinq\nmediator\ndocker\ngit\numl\ninformation management\nentity framework\nsoftware delivery\nmobile\nwindows\nwritten communication',)"
eurofins it solutions pvt ltd,"('net core\nc#\nrest api\nlinq\nangular\ntypescript\nms sql databases\nagile\ntdd\ncss\ninformation technology\nsenior software engineer\nhtml\nerp  /  crm\nmessaging\n.net\nmediator\ndocker\ngit\numl\ninformation management\nentity framework\nsoftware delivery\nmobile\nwindows\nwritten communication',)"
Nvidia Graphics Pvt Ltd,"('**   cloud computing proficiency\nbackend development skills\nfrontend development technologies\ncontainerization knowledge\nproblem solving ability  **\ncuda\npython\nc\ncss\norchestration\njavascript\ndocker\ncomputer graphics\ninfrastructure\ndevops\nsoftware engineer\nhtml',)"
Microsoft India Pvt Ltd,"('**  object oriented programming\ncloud technologies experience\nsoftware development lifecycle\nagile delivery methodologies\ntechnical architecture management **\nc\njava\ndevops\ndebugging\nsoftware engineer\ncloud computing\nc#\ngithub\nauthor\nwindows\nado',)"
netskope software pvt.ltd,"('cloud security\nmicroservice architectures\nproduction services\nautomation\ndistributed computing\nc\norchestration\ndocker\nsoftware engineer\nwritten communication\ninfrastructure\nopenstack',)"
Twilio Inc.,"('**  fullstack development\nagile methodologies\nmicroservices architecture\naws experience\nautomated testing **\ncss\nrest api\njava\nhtml\ngithub\njavascript\nnosql\ndocker\nsecurity\nsoftware engineer\ntechnical skills\nsan\ninfrastructure',)"
ITCAN Pte Ltd,"('sql\naix\ndatabase\nlinux\nshell scripting\nsoftware engineer\nmysql\noracle server\npl  /  sql\ntechnical skills\nsolaris\nwindows\nsql database',)"
Microsoft India Pvt Ltd,"('c   programming\ncloud technologies\nmachine learning\nbackend systems\nsoftware development\nstorage\nsecurity\njava\nsoftware engineer\nsoftware engineering\nc#\nsan\npython\njavascript\nforms',)"
ESTEL TECHNOLOGIES PVT LTD,"('gwt\nsenior software engineer\njdbc\nsvn\nhibernate\nsql\nspring\nmemory management\ndatabase\njava\ngit\nlinux\nj2ee\nmultithreading\nunix',)"
evertz microsystems,"('software design\nsoftware testing\nproject management\nproblem solving\nnetworking concepts\nfundamentals\nalgorithms\nc\nsignal processing\nsecurity\ngit\npostgresql\nnetwork programming\nlinux\nsoftware engineer\ndata structures\nshell scripting\nmysql\npython\nteam player\nsvn\njavascript\nunix',)"
virtusa consulting services pvt. ltd.,"('**  javascript\ntypescript\nangular\nfront end\nrestful apis\nngrx\nhtml\ncss\ngit\ntesting **\nhtml5\nsenior software engineer\ndebugging',)"
krazy mantra hr solutions,"('web development technologies\nhtml\ncss\njavascript\nreact\ntypescript\nnode\njs\npython\nnode.js\ndatabase\norchestration\nhtml5\nsenior software engineer',)"
ORACLE,"('**  java programming\njavascript development\nsoftware testing\ndebugging applications\nquality assurance **\ncss\nhtml5\nsenior software engineer\njee\nmvvm\noracle\njsp\nsecurity\ncrm',)"
teoco softwares pvt ltd,"('java\nangular\nsql\npl  /  sql\nasp.net\ncss\nhtml5\najax\ndatabase\nj2ee\njson\nsoftware engineer\nsoftware engineering\nmvc\ntechnical skills\njavascript',)"
ORACLE,"('**  diagnostic troubleshooting\nsupply chain management\nsql  &  plsql expertise\noracle integration tool\nmiddleware technologies **\nsoa\nsenior software engineer\noracle fusion\nsecurity\nbpel\nadf\ngroovy',)"
Microsoft India Pvt Ltd,"('**  software development\ndatabase integration\ntechnical leadership\napi development\ncloud services **\nc\njdbc\nsql\njava\nsoftware engineer\nc#\npython\nodbc\nmobile\njavascript',)"
Nielsen Research Ltd. Co.,"('data pipelines\nweb applications\nanalysis and design\nsql databases\nlinux  /  unix systems\ndocker\ngit\nsoftware engineer\npython\ngithub\nproblem solving\ninfrastructure',)"
zeotap,"('java\nscala\ngo\nbig data\nproblem solving\nnosql\ndistributed systems\nfundamentals\nalgorithms\nds\napache\nsoftware engineer\nrest\nconsultant',)"
Tessolve Semiconductor Pvt. Ltd.,"('embedded software\nfirmware development\nmicrocontrollers\nlow level drivers\ndebugging skills\ngit\nsoftware engineer\nperl\npython\nsvn\nimaging\nunix\nforms',)"
first advantage offshore services pvt. ltd,"('web development\nagile environment\nmicroservices architectures\nsoftware design\ncloud services\ndocker\njava\nsoftware engineer\nc#\nteam player\n.net',)"
Nvidia Graphics Pvt Ltd,"('deep learning expertise\nc  /  c   proficiency\nspeech model training\nperformance optimization\ncloud framework knowledge\nfundamentals\nalgorithms\ncuda\nsystem software\nsenior software engineer\nsoftware engineering\nsystem programming\nmultimedia',)"
Nvidia Graphics Pvt Ltd,"('embedded software development\nnetworking solutions\nc  /  c   programming\nlinux environment\nproblem solving\nsenior software engineer\ndebugging\nsoftware engineering\npython\nlinux kernel\ndriver development',)"
Microsoft India Pvt Ltd,"('**   full stack development\napi development\nc# programming\nsoftware testing\ncontainerization  **\ndocker\nsecurity\njava\nlinux\ndebugging\nsoftware engineer\nmysql\npython\nos\nmessage queue',)"
Nvidia Graphics Pvt Ltd,"('video processing\nmultimedia development\nc  /  c   programming\npython scripting\narm architecture\nalgorithms\ncuda\nsystem software\nsenior software engineer\ngit\nvectorcast\ncomputer graphics\nc programming',)"
Microsoft India Pvt Ltd,"('software development\nc  /  c   proficiency\nmicro services experience\ndevops practices\nproblem solving\nalgorithms\ndatabase\nsecurity\njava\nsoftware engineer\nc#\nnosql\nmessaging\nservice design',)"
ORACLE,"('continuous integration\ncloud technology\ndevops tools\nscripting languages\nbuild management\nsenior software engineer\ndocker\nsecurity\ngit\nj2ee\ndebugging\nsoftware engineering\npython\noracle\nmaven\nweblogic\ngradle\ngroovy',)"
Nvidia Graphics Pvt Ltd,"('software development\nautomation engineering\nsilicon validation\ndata analysis\ncommunication skills\nc\nlinux\nsoftware engineer\nobject oriented programming\npython\noperating system\nlogic design',)"
Google India Pvt Ltd,"('**   android application development\nkotlin  &  java expertise\ndata structures knowledge\nmachine learning integration\nagile team collaboration  **\nalgorithms\nc\nstorage\nartificial intelligence\nsecurity\nsoftware engineer\nsoftware engineering\nnatural language processing',)"
Google India Pvt Ltd,"('**  software development\nprogramming languages\ncode review\ndebugging issues\nsystem design **\nc\nstorage\nartificial intelligence\nsecurity\njava\nsystem development\nsoftware engineer\ntechnical skills\npython\nnatural language processing\ninformation retrieval\nmobile\njavascript',)"
ORACLE,"('oracle cloud technologies\nsql tuning\ntechnical problem solving\ncustomer management\ndatabase performance tuning\nhtml\nunix\ndata warehousing\nsecurity\nlinux\nsoftware engineer\ncloud services\noperating system\ninfrastructure',)"
Google India Pvt Ltd,"('**  software development\ndata structures\nsoftware testing\nsystem design\ntechnical leadership **\nalgorithms\nsoftware design\nsenior software engineer\nstorage\nartificial intelligence\nsecurity\nsystem development\nnatural language processing\noperating system\ninformation retrieval\nmobile',)"
eurofins it solutions pvt ltd,"('c#\n\nnet\nwpf\nmvvm\nsql\nrest\nagile\nscrum\ntdd\nbdd\nsoa\nhtml5\nsenior software engineer\noop\nerp  /  crm\n.net\ndatabase\numl\nmvc\ninformation management\nentity framework\nsoftware delivery\nmobile\nteam player\nesb\nwritten communication\nservice oriented architecture',)"
ORACLE,"('erp\nfusion\noracle integration cloud\norder management\nscm\nsoa\nsenior software engineer\noracle fusion\nsql\nplsql\nsecurity\nbpel\nmiddleware\nadf\ngroovy',)"
eurofins it solutions pvt ltd,"('net development\nc#\nweb apis\nentity framework\nagile development\nsoa\nsenior software engineer\noop\nerp  /  crm\nlinq\n.net\nsql\numl\ndebugging\ninformation management\nsoftware delivery\nmobile\nmicrosoft azure\nproblem solving\ndelivery manager\nproduction environment',)"
eurofins it solutions pvt ltd,"('microsoft stack technologies\nc#\n\nnet\nweb apis\nlinq\nentity framework\numl\noop\nsoa\nsenior software engineer\nerp  /  crm\n.net\nsql\ndebugging\ninformation management\nsoftware delivery\nmobile\nmicrosoft azure\nproblem solving\ndelivery manager\nproduction environment',)"
eurofins it solutions pvt ltd,"('communication skills\nproblem solving\nlogical reasoning\napplication management\nnetworking concepts\nmysql\nerp  /  crm\nit tools\nsharepoint\nassociate software engineer\ntechnical skills\ninformation management\nsoftware delivery\nmobile',)"
eurofins it solutions pvt ltd,"('full stack development\n\nnet applications\nangular\nweb apis\nentity framework\nsoa\nsenior software engineer\noop\nsoftware engineering\nc#\nerp  /  crm\n.net\nsql\numl\ndebugging\ninformation management\nsoftware delivery\nmobile\nmicrosoft azure\nproblem solving',)"
eurofins it solutions pvt ltd,"('microsoft stack technologies\nc#\n\nnet\nweb api\nentity framework\nangular\nwpf\nsoa\nmicroservices\nsenior software engineer\noop\nsoftware engineering\nerp  /  crm\n.net\nsql\numl\ndebugging\ninformation management\nsoftware delivery\nmobile\nmicrosoft azure\nproblem solving',)"
eurofins it solutions pvt ltd,"('microsoft stack technologies\nc#\n\nnet core\nweb apis\nentity framework\numl\noop\nsoa\nsenior software engineer\nerp  /  crm\nlinq\n.net\nsql\ndebugging\ninformation management\nsoftware delivery\nmobile\nmicrosoft azure\nproblem solving\ndelivery manager\nproduction environment',)"
eurofins it solutions pvt ltd,"('net core\nc#\nrest api\nlinq\nangular\ntypescript\nci  /  cd pipelines\nsonarqube\nagile\numl\ncss\ninformation technology\nsenior software engineer\nhtml\nerp  /  crm\nmessaging\n.net\nmediator\nsql\ndocker\ngit\ninformation management\nentity framework\nsoftware delivery\nmobile\nwindows\nwritten communication',)"
eurofins it solutions pvt ltd,"('communication skills\nproblem solving\nnetworking concepts\nlogical reasoning\napplication management\nmysql\nerp  /  crm\nit tools\nsharepoint\nassociate software engineer\ntechnical skills\ninformation management\nsoftware delivery\nmobile',)"
eurofins it solutions pvt ltd,"('microsoft stack technologies\nasp\nnet mvc\nangular\nmssql\n\nnet\nc#\nsoa\ninformation technology\nhtml5\nsenior software engineer\noop\nasp.net\nweb api\nerp  /  crm\nsoftware implementation\numl\nrest\ninformation management\nentity framework\nsoftware delivery\nmobile\ndelivery manager\nesb',)"
eurofins it solutions pvt ltd,"('backend development\nweb api\nentity framework\nwpf applications\nsql server\nsoa\ninformation technology\nhtml5\nt-sql\noop\nc#\nerp  /  crm\nsoftware implementation\n.net\njquery\numl\nsoftware engineer\ninformation management\nsoftware delivery\nmobile\nproblem solving\nesb\nwritten communication',)"
ORACLE,"('full stack development  cloud technologies  database automation  performance debugging  scripting and automation\ninformation technology\nsql  /  plsql\nsenior software engineer\njava\ndevops\ndata structures\npython\noracle\nunix  /  linux\nsecurity\nruby\ninfrastructure',)"
Nvidia Graphics Pvt Ltd,"('software development\ndistributed systems\nscalability\ncloud computing\nci  /  cd\nc\nsenior software engineer\njava\nlinux\npython\nproblem solving\ncomputer graphics\ninfrastructure',)"
Google India Pvt Ltd,"('**  software development\ndata structures\nalgorithm design\ntechnical leadership\nandroid development **\nalgorithms\nsoftware design\nsenior software engineer\nstorage\nartificial intelligence\nsecurity\njava\nsystem development\nnatural language processing\nos\ninformation retrieval\nmobile',)"
Google India Pvt Ltd,"('software development\ndata structures  &  algorithms\nc   programming\nweb standards\ncross platform development\ncss\nhtml5\nartificial intelligence\njava\nflume\njavascript\nandroid development\nweb form\nstorage\nsecurity\nlinux\nsoftware engineer\nnatural language processing',)"
Google India Pvt Ltd,"('software development\nprogramming languages\ncode review\ndebugging techniques\nproject management\nc\nstorage\nartificial intelligence\nsecurity\njava\nsystem development\nsoftware engineer\ntechnical skills\npython\nnatural language processing\ninformation retrieval\nmobile\njavascript',)"
Google India Pvt Ltd,"('**  software development\ntesting software\ndesign reviews\ntechnical leadership\ndebugging issues **\nalgorithms\nsoftware design\nsenior software engineer\nstorage\nartificial intelligence\nsecurity\nsystem development\ndata structures\nnatural language processing\ninformation retrieval\nmobile',)"
Google India Pvt Ltd,"('**   software development\ndata structures\nsoftware architecture\ntechnical leadership\ncode review  **\nalgorithms\nsoftware design\nsenior software engineer\nstorage\nartificial intelligence\nsecurity\nsystem development\nnatural language processing\ninformation retrieval\nmobile\ninfrastructure',)"
Google India Pvt Ltd,"('**   software development\ndata structures\nsoftware architecture\ncode review\ntechnical leadership  **\nalgorithms\nsoftware design\nsenior software engineer\nstorage\nartificial intelligence\nsecurity\nsystem development\nnatural language processing\ninformation retrieval\nmobile\ninfrastructure',)"
Google India Pvt Ltd,"('**  system software development\nc  /  c   programming\nunix  /  linux environments\nstorage technologies   (  ssd  /  hdd  )\nautomation tools development **\ndevice drivers\nartificial intelligence\npython\nlinux kernel\nbsp\nsecurity\nsoftware engineer\nsas\nnatural language processing\ninformation retrieval\nmobile',)"
Infostretch Solution Pvt Ltd,"('c\njava\ndebugging\nsoftware engineer\nsoftware engineering\ndata structures\nobject oriented programming\nperl\nhadoop\nbig data\npython\nc\nrdbms\noracle\nproblem solving\nmachine learning\nvb\njavascript\nproduction environment\n.net\nasp',)"
full potential solutions,"('css\nsoa\nhtml5\nrest api\nvb.net\najax\nxml\nasp.net\nsoftware engineering\nweb api\nc#\ncryptography\ntriggers\njavascript\nnode.js\nlinq\n.net\nwindows communication foundation\nmicrosoft technologies\nado.net\nbootstrap\ndata extraction\npostgresql\nsoftware engineer\nmvc\nmongodb\nrest\nentity framework',)"
Dell India,"('coding\ntesting\ndebugging\njava\npython\ninformation technology\nsoftware engineer\nteam player\nproblem solving\njavascript\ninfrastructure',)"
Electronic Arts Games  ( India )  Pvt. Ltd.,"('full stack development\nmicroservices architecture\njava\nreact  /  angular\ncloud platforms\ntechnical leader\nhtml5\nspring\ngames\nj2ee\nsoftware engineer\nsoftware engineering\nrest\nmobile\nspring boot\ninfrastructure\nsoftware developer',)"
Moody's Corporation,"('web development\npython programming\nrest api\naws technologies\ndata analysis\ncss\nprogram management\nsql\nsecurity\njava\ngit\ndevops\nsoftware engineer\nsoftware engineering\nhtml\nobject oriented programming\ngithub\nnosql\n.net',)"
freshworks technologies ltd,"('c\nsso\njava\ndevops\nsoftware engineering\ndata structures\nmultithreading\nmysql\nipc\nc#\npython\ngithub\nmessaging\nnosql\nunix\nalgorithms\ngit\npostgresql\noops\nsoap web services\nsoftware engineer\ncrm\nsan\nrest\ncloud services\nc\nrdbms\nproblem solving\nruby',)"
TagIT Solutions,"('html5\nspring\njava\napache\nxml\nj2ee\nmysql\noracle\njavascript\nstruts\nweb technologies\nsoap\nwebsphere\njsp\njquery\napache tomcat\nsecurity\njson\nsoftware engineer\nweblogic\nteam player\nservlets',)"
Ascentx Software Development Services,"('css\nhtml5\noop\njava\nmvvm\nhtml\nobject oriented programming\napi\njquery ui\noracle\njavascript\nangularjs\nbootstrap\njquery\nsql\ngrunt\ngit\nspring mvc\nsoftware engineer\nweb designing\nmvc\nmobile\nsvn\nionic framework',)"
innervex technologies pvt.ltd,"('socket programming\njava swing\njsp\njdbc\nbug fixing\njee\napache tomcat\nsql\nspring\njava\npostgresql\nxml\ndebugging\njson\nsoftware engineer\nnetbeans\nrest\ncloud services\njunit\nrdbms\noracle\nj2se\nspring framework\njdk\nswing\nsoap',)"
DREAMAJAX TECHNOLOGIES,"('css\nc\nhtml5\nsenior software engineer\najax\njquery\nsql\nenterprise application integration\nsecurity\njava\nxml\nlinux\nsoftware packages\nmysql\nmongodb\ncakephp\npython\nc\ntriggers\njavascript\nnosql\nweb technologies\nphp',)"
leaflet technologies  ( p )  ltd,"('rest api\nxsd\nhibernate\nsql\nspring\njava\nwsdl\nspring mvc\nxml\nj2ee\ndebugging\nsoftware engineer\njpa\nmysql\napi\nbusiness applications\njunit\nrdbms\nmaven\njava developer\nspring framework\nunix  /  linux\nsoap',)"
2Soft Solutions Pvt. Ltd.,"('software development\ndesign\njava\nweb application development\nsdlc\njsp\nsenior software engineer\najax\nspring\nsecurity\njpa\nmvc\nrest\njunit\nbirt\nmvc architecture\nteam player\nproblem solving\njasper\njsf\nsoap',)"
FieldEZ Technologies,"('information technology\nsenior software engineer\nhibernate\njquery\nsql\nspring\ndatabase\njava\ngit\npostgresql\numl\nj2ee\nhtml\njpa\nmysql\nweb development\nrest\noracle\njavascript\nspring boot\nspring security',)"
eurofins it solutions pvt ltd,"('css\nsoa\ninformation technology\nsenior software engineer\nbootstrap\nt-sql\njquery\nsql\noop\numl\nasp.net\nssrs\nweb api\nhtml\nmvc\nc#\nrest\nproblem solving\njavascript\nsoftware implementation\nesb\nwritten communication\n.net\nservice oriented architecture\nangularjs',)"
E-Lock Technologies,"('algorithms\ncss\nsenior software engineer\nhibernate\najax\nspring\nsecurity\njava\napache\nxml\nsoap web services\nlinux\ndebugging\njson\nmysql\nhtml\nmvc\nrest\nant\nmaven\ncryptography\nsvn\ndigital certificates\neclipse\nspring boot\nweb technologies\nservlets\nswing   /   awt\nsoap',)"
"NEXPRO247
     (More Jobs)","('web api\njson\nangular\ndhtml\nsoftware development\ncoding\njavascript\nbootstrap\nsoftware engineer\najax\ncss\nsql server\nsql\njquery\nfront end\nhtml5\nasp.net\nxhtml\nhtml',)"
CITYWEB,"('c#\nasp .net\noops\nsenior software engineer\nsoftware engineer\nmvc\nsoftware developer\njquery\nsql',)"
Orchestrate,"('c#\ncss\nsenior software engineer\nbootstrap\njavascript\njquery\ndatabase\nasp.net\nsoftware engineer\nhtml\nweb api\nmvc',)"
indianfertilizer,"('rest\najax\njavascript\njquery\ncodeigniter\noops\nooad\nphp\nsoftware engineer\nmysql\nsoap',)"
infinity business solutions pvt ltd,"('java or\nnet\nobject oriented\noracle  /  mysql  /  ms sql\nweb application development\nclient server architecture\nfundamentals\noracle\nclient server\ndata warehousing\nsql\ndatabase\njava\noops\n.net\nsoftware engineer\nmysql',)"
votary softech solution pvt ltd,"('linux\nmobile\nsoftware engineer\nsenior software engineer\nitskills',)"
Intellvisions Software Ltd,"('**\nnet core development\ncloud technologies\nc# programming\nagile  /  scrum methodology\ndatabase management **\ncloud services\nentity framework\njquery\nsql\nasp.net\nweb api\nmysql\nmvc',)"
WeInvest,"('algorithms\nbootstrap\njquery\noop\njava\nsoftware engineering\npython\nproblem solving\nruby\nwritten communication',)"
BLUEBERRY LABS PRIVATE LIMITED,"('html5\nproblem solving\njavascript\nphp\nmysql',)"
BLUEBERRY LABS PRIVATE LIMITED,"('server management\nhtml5\nproblem solving\njavascript\nphp',)"
"INDUSTRIAL VENTURES
     (More Jobs)","('database\ntesting\napplication developer oracle applications\ndb2\nsql',)"
votary softech solution pvt ltd,"('software engineer\nsenior software engineer\nitskills',)"
votary softech solution pvt ltd,"('linux\nsoftware engineer\nsenior software engineer\ngraphics\nitskills',)"
votary softech solution pvt ltd,"('protocol stack\nbluetooth\nsoftware engineer\nsenior software engineer\nitskills',)"
Kovair Software Pvt Ltd,"('computer application\ninstallshield\nsenior software engineer\nwindows\nsql\nlinux\nsoftware engineer',)"
votary softech solution pvt ltd,"('algorithms\ngit\nsignal processing\nlinux\nsoftware engineer\nsenior software engineer\nitskills',)"
Kovair Software Pvt Ltd,"('c#\nrest\ncss\ncomputer application\nsenior software engineer\nvb.net\nhibernate\njavascript\njquery\nspring boot\njava\nasp.net\n.net\nsoftware engineer\nhtml',)"
Rehlat,"('c#\ncss\npython\nentity framework\njavascript\njquery\nmicrosoft .net\nasp.net\nsoftware engineer\nweb api\nhtml\nmvc\napi',)"
nec software solutions  ( india )  pvt ltd,"('c# programming\n\nnet core\ndomain driven design\nrabbitmq\nentity framework\ninformation technology\nsenior software engineer\nsql\ndocker\nsecurity\ndevops\ntechnical skills\nddd\nteam player\n.net',)"
nec software solutions  ( india )  pvt ltd,"('.net development\nc# development\nhealthcare data integration\nbackend systems\napi design\ncss\najax\noop\nxml\ndevops\nasp.net\nhtml\nweb api\nkendo ui\njavascript\nhl7\nlinq\nsoftware developer\njquery\nsql\nsecurity\ngit\ndebugging\nsoftware engineer\nmvc\nrest\nentity framework\nsvn\nproblem solving',)"
Jenesys Technologies,"('algorithms\ndevice drivers\nsenior telecommunication\ndebugging\ndata structures\nposix\nc\nos\nvxworks\nproblem solving\nembedded software\nc programming\nunix   /   linux internals\nbsp',)"
Cabot India Ltd,"('test case preparation\nperformance testing\nautomation testing\ncucumber\ntesting\nqa engineer\nsql\nqa\nsecurity\njava\nselenium',)"
